;customer_answer;Flag Atraso Cliente5_soma;[FLAG]Cancelado_soma;[FLAG] Pratica_indevida_soma;[FLAG] Sac_pos_entrega_soma;[FLAG] Reversa_soma;[FLAG] Mais de uma entrega_soma;[FLAG] Recompra_soma;[FLAG] Insucesso_soma;[FLAG] End. N.Localizado/Ausente_soma;[FLAG] Tempo Habil_soma;[FLAG] Leves_soma;[FLAG] Private_Label_soma
96;10;0.0;0.0;0;0;0.0;4;0;0;0;0;0.0;1
97;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
98;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
99;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
100;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
101;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
102;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
103;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
104;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
105;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
106;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
107;10;0.0;0.0;0;0;0.0;3;0;0;0;0;0.0;1
108;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
109;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
110;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
111;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
112;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
113;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
114;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
115;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
116;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
117;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
118;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
119;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
120;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
121;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
122;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
123;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
124;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
125;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
126;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
127;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
128;10;1.0;0.0;0;1;0.0;4;3;1;1;0;0.0;1
129;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
130;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
131;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
132;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
133;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
134;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
135;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
136;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
137;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
138;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
139;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
140;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
141;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
142;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
143;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
144;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
145;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
146;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
147;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
148;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
149;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
150;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
151;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
152;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
153;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
154;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
155;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
156;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
157;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
158;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
159;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
160;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
161;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
162;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
163;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
164;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
165;10;0.0;0.0;0;1;0.0;0;1;0;0;0;0.0;1
166;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
167;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
168;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
169;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
170;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
171;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
172;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
173;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
174;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
175;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
176;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
177;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;2
178;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
179;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
180;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
181;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
182;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
183;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
184;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;2
185;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
186;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
187;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
188;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
189;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
190;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
191;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
192;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
193;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
194;10;0.0;0.0;0;0;0.0;6;0;0;0;0;0.0;0
195;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
196;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
197;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
198;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
199;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
200;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
201;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
202;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
203;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
204;10;0.0;0.0;0;1;0.0;0;1;0;0;0;0.0;0
205;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
206;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
207;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
208;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
209;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
210;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
211;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
212;10;0.0;0.0;0;0;0.0;4;0;0;0;0;0.0;1
213;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
214;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
215;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
216;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
217;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
218;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
219;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
220;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
221;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
222;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
223;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;2
224;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
225;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
226;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
227;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
228;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
229;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
230;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
231;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
232;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
233;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
234;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
235;10;0.0;0.0;0;0;1.0;4;0;0;0;0;0.0;4
236;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
237;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
238;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
239;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
240;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
241;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
242;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
243;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
244;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
245;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
246;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
247;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
248;10;0.0;0.0;0;0;0.0;3;0;0;0;0;0.0;0
249;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
250;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
251;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
252;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
253;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
254;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
255;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
256;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
257;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
258;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
259;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
260;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
261;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
262;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
263;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
264;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
265;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
266;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
267;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
268;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
269;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
270;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
271;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
272;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
273;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
274;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
275;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
276;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
277;10;0.0;0.0;0;0;0.0;4;0;0;0;0;0.0;0
278;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
279;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
280;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
281;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
282;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
283;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
284;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
285;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
286;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
287;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
288;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
289;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
290;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
291;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
292;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
293;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
294;10;0.0;0.0;0;0;0.0;4;0;0;0;0;0.0;0
295;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
296;10;0.0;0.0;0;0;0.0;4;0;0;0;0;0.0;0
297;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
298;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
299;10;0.0;0.0;0;0;0.0;3;0;0;0;0;0.0;0
300;10;0.0;0.0;0;0;0.0;0;0;0;0;0;1.0;1
301;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
302;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
303;10;0.0;0.0;0;0;0.0;3;0;0;0;0;0.0;2
304;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
305;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
306;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
307;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
308;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
309;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
310;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
311;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
312;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
313;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
314;10;0.0;0.0;0;0;0.0;4;0;0;0;0;0.0;1
315;10;0.0;0.0;0;1;0.0;0;1;0;0;0;0.0;0
316;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
317;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
318;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
319;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
320;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
321;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
322;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
323;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
324;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
325;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
326;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
327;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
328;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
329;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
330;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
331;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
332;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
333;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
334;10;0.0;0.0;0;0;0.0;3;0;0;0;0;0.0;0
335;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
336;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
337;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
338;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
339;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
340;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
341;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;2
342;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
343;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
344;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
345;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
346;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
347;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
348;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
349;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
350;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
351;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
352;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
353;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
354;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
355;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
356;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
357;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;1
358;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
359;10;0.0;0.0;0;0;0.0;3;0;0;0;0;0.0;2
360;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
361;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
362;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;1
363;10;0.0;0.0;0;0;0.0;1;0;0;0;0;0.0;0
364;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
365;10;0.0;0.0;0;0;0.0;2;0;0;0;0;1.0;0
366;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
367;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
368;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
369;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;0
370;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
371;10;0.0;0.0;0;0;0.0;3;0;0;0;0;0.0;3
372;10;0.0;0.0;0;0;0.0;2;0;0;0;0;0.0;1
373;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
374;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
375;10;0.0;0.0;0;1;0.0;0;0;0;0;0;0.0;1
376;10;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0
